word,entropy_bits,expected_remaining,worst_case_remaining,is_possible_answer,frequency_score
viper,4.616124,179.7594,440,1,1.490929
dagos,4.615882,167.0855,413,0,1.380130
lubed,4.615621,199.1244,489,0,1.374298
newts,4.615497,165.7456,399,0,1.436285
apace,4.615474,183.2860,461,0,1.426134
acyls,4.615348,164.5326,427,0,1.401296
sines,4.615330,173.6212,425,0,1.469330
fraud,4.615028,183.8518,465,1,1.397408
naevi,4.615021,145.9857,314,0,1.554428
sneed,4.614905,192.8695,508,0,1.350756
sures,4.614678,169.9063,416,0,1.512959
janes,4.614382,143.7292,341,0,1.541469
ouped,4.614321,179.7490,386,0,1.409287
invar,4.614301,163.5434,373,0,1.453348
alias,4.614225,174.0082,450,0,1.393305
foram,4.614223,179.6022,423,0,1.432181
rolfs,4.614110,164.7071,371,0,1.411015
coves,4.613962,166.9922,370,0,1.461771
admit,4.613955,181.5641,442,1,1.385529
pands,4.613914,174.9983,458,0,1.355508
mucor,4.613907,206.7641,552,0,1.321598
tells,4.613838,167.2644,405,0,1.442549
right,4.613827,184.1473,471,1,1.363931
darks,4.613807,165.3836,420,0,1.412743
payee,4.613727,167.7084,428,1,1.441253
rewet,4.613677,195.6626,519,0,1.393521
muils,4.613653,197.0873,524,0,1.315983
amped,4.613640,179.3948,422,0,1.432181
dolma,4.613381,188.9870,448,0,1.388769
hands,4.613276,170.1965,440,0,1.353996
eight,4.613045,182.2199,404,1,1.451404
duroy,4.613022,202.3676,532,0,1.396112
draws,4.613005,171.8665,425,0,1.425918
chons,4.612911,214.9015,585,0,1.326134
paean,4.612548,180.4073,423,0,1.433693
tenge,4.612438,200.2752,548,0,1.333909
piece,4.612417,201.2834,543,1,1.315551
mused,4.612395,187.9667,465,0,1.383801
cubes,4.612338,179.1322,433,0,1.401080
prong,4.612235,199.4795,542,1,1.358099
fraps,4.612034,176.8998,451,0,1.431965
manus,4.612001,180.3598,466,0,1.367603
longs,4.611901,185.7724,479,0,1.338229
silva,4.611897,172.0324,419,0,1.453996
vants,4.611868,172.8186,468,0,1.392441
hazer,4.611803,148.8531,358,0,1.586609
fards,4.611764,164.9862,408,0,1.423326
maven,4.611739,172.6803,416,0,1.475594
peles,4.611663,196.1663,522,0,1.336069
shelf,4.611617,183.9909,418,1,1.445140
vinal,4.611617,185.7516,468,0,1.405832
gluon,4.611489,219.5607,588,0,1.295680
vapor,4.611434,176.4825,442,1,1.420518
drack,4.611405,198.2812,513,0,1.400000
stent,4.611385,188.8091,439,0,1.476674
arere,4.611299,184.6562,488,0,1.461123
mouls,4.611101,200.2190,536,0,1.325486
nauch,4.611078,195.6989,506,0,1.357019
ajies,4.611024,135.2315,275,0,1.571706
syver,4.610456,158.4963,372,0,1.538229
lyric,4.610424,157.5598,335,1,1.394600
dobla,4.610416,195.8726,465,0,1.383801
mesel,4.610343,189.1521,507,0,1.326782
benga,4.610267,183.6747,394,0,1.481210
eloge,4.610020,178.7123,465,0,1.376026
smoke,4.609639,173.6445,388,1,1.473218
tryer,4.609478,164.2078,375,0,1.496544
boche,4.609397,185.4596,442,0,1.426782
lurch,4.609327,198.8454,444,1,1.353348
ickle,4.609255,167.6609,417,0,1.441469
tanas,4.609050,185.1857,516,0,1.356156
naras,4.608955,164.3693,408,0,1.410583
miche,4.608939,184.6950,446,0,1.398056
sidha,4.608852,172.5775,388,0,1.421382
omits,4.608785,174.4151,448,0,1.366307
gadis,4.608783,174.6026,430,0,1.377106
beres,4.608704,190.5862,497,0,1.401296
taxed,4.608655,159.4683,388,0,1.507343
raird,4.608634,178.9274,441,0,1.397624
parks,4.608305,184.3330,474,0,1.409071
gouts,4.608236,200.3978,548,0,1.331317
viola,4.608192,166.8298,376,1,1.461555
tings,4.608016,197.2272,540,0,1.331749
bouge,4.607757,194.3218,435,0,1.430454
wetly,4.607755,174.0920,364,0,1.495896
chado,4.607709,192.6968,472,0,1.368035
debts,4.607558,169.3680,417,0,1.412743
biker,4.607480,170.8428,402,0,1.497840
welsh,4.607336,182.6320,426,1,1.411879
brees,4.607292,189.3784,497,0,1.409719
torrs,4.607189,186.6112,497,0,1.375594
nempt,4.606889,171.0441,409,0,1.398920
carrs,4.606843,180.4678,461,0,1.398920
ovule,4.606798,169.0017,372,0,1.462851
hoyed,4.606666,172.7659,363,0,1.426134
frays,4.606501,161.8216,403,0,1.452484
niner,4.605949,165.9771,392,0,1.530886
ruing,4.605767,203.5287,512,0,1.374082
genie,4.605627,209.4052,573,1,1.335637
farcy,4.605061,186.8842,463,0,1.458963
candy,4.604976,198.1214,528,1,1.395680
atoks,4.604934,166.9231,400,0,1.445140
fagot,4.604933,183.8562,458,0,1.383153
lymes,4.604658,158.8134,365,0,1.425486
kraft,4.604647,184.5421,486,0,1.409503
purda,4.604632,186.1136,420,0,1.395680
coala,4.604473,185.7248,503,0,1.374946
thees,4.604394,201.1391,535,0,1.352916
bantu,4.604378,176.3391,455,0,1.394384
pulis,4.604293,201.5192,538,0,1.310151
kylie,4.604219,156.4488,365,0,1.442117
combe,4.604131,191.5849,457,0,1.397408
waver,4.603644,172.7201,434,1,1.567171
omber,4.603605,176.4713,411,0,1.496328
halms,4.603575,183.8769,486,0,1.359179
trunk,4.603574,188.2043,471,1,1.361123
snell,4.603462,177.3058,406,0,1.445356
forty,4.603442,190.5058,490,1,1.443413
lusty,4.603351,190.8652,504,1,1.397624
dreks,4.603283,170.3400,413,0,1.471274
cruft,4.603049,212.8177,571,0,1.328294
paper,4.602896,162.7339,402,1,1.583153
basic,4.602855,165.1028,406,1,1.409071
pharm,4.602735,198.0981,488,0,1.366091
salts,4.602572,181.2842,493,0,1.434341
frosh,4.602516,191.2575,504,0,1.379050
skald,4.602423,189.8130,514,0,1.394600
dupes,4.602338,185.6765,464,0,1.382937
bhels,4.602215,179.5711,398,0,1.431533
meths,4.602150,182.7071,434,0,1.416847
terry,4.602121,170.4428,375,0,1.517063
rhyme,4.602071,161.3767,378,1,1.456587
claws,4.602046,189.4639,501,0,1.382505
vilde,4.601891,190.0143,486,0,1.423326
harks,4.601690,176.6043,434,0,1.407559
mover,4.601460,185.0907,439,1,1.509935
ocker,4.601395,163.5952,375,0,1.523758
atoll,4.601323,174.0419,418,1,1.419870
icker,4.601297,160.7425,372,0,1.511015
aural,4.601165,171.7162,409,0,1.406263
notch,4.601094,211.5374,572,1,1.328726
temps,4.601082,179.8337,446,0,1.405616
scaup,4.600999,194.6821,506,0,1.383801
dread,4.600824,174.5516,409,1,1.550756
bowse,4.600804,181.4328,431,0,1.444708
dench,4.600680,192.8341,456,0,1.379914
rebar,4.600585,182.3408,431,1,1.493952
klieg,4.600548,180.2553,447,0,1.415119
chiru,4.600535,192.4652,500,0,1.360043
stars,4.600345,172.5378,430,0,1.511879
ganev,4.600189,180.8531,440,0,1.469546
debut,4.600099,194.9853,469,1,1.377754
blads,4.600015,188.2726,483,0,1.384449
rindy,4.599574,202.7607,496,0,1.408423
easts,4.599477,162.7849,355,0,1.540173
unwet,4.599357,171.1460,408,0,1.417927
abhor,4.599239,164.5317,378,1,1.434125
widen,4.599117,211.8311,511,1,1.391361
tamps,4.598944,195.5244,532,0,1.355508
crown,4.598496,206.6449,550,1,1.353780
dorms,4.598404,190.4168,483,0,1.349676
prize,4.598202,173.4251,445,1,1.503456
bints,4.598116,195.2030,539,0,1.336285
bytes,4.598104,158.1767,369,0,1.449460
loved,4.598031,185.9832,448,0,1.434989
gibes,4.597909,173.9918,414,0,1.404752
mardy,4.597644,194.5171,487,0,1.440389
calmy,4.597240,212.1317,569,0,1.400864
hovea,4.597229,155.0665,297,0,1.535853
beaks,4.597082,173.0994,381,0,1.493952
waive,4.597045,159.8527,373,1,1.519006
bleak,4.596921,190.6475,400,1,1.509935
wraps,4.596901,182.6268,460,0,1.414903
linch,4.596853,208.6432,562,0,1.309719
galea,4.596806,177.3274,435,0,1.455508
ingot,4.596691,193.8605,514,1,1.349244
sheik,4.596609,192.9749,430,1,1.460475
pyros,4.596508,188.6968,467,0,1.355940
sprog,4.596460,189.4821,493,0,1.363067
borak,4.596324,186.2795,440,0,1.439957
lirks,4.596276,163.2877,355,0,1.392657
dogey,4.596191,190.0851,423,0,1.462419
felty,4.596114,179.2479,373,0,1.508207
heame,4.596046,182.3909,465,0,1.380994
vawte,4.595908,166.2311,412,0,1.487257
faurd,4.595776,185.1322,465,0,1.389849
masse,4.595726,174.4117,416,1,1.479050
pawed,4.595659,180.9542,442,0,1.438013
mausy,4.595636,198.6492,506,0,1.405832
fleet,4.595615,202.3702,520,1,1.347948
garbs,4.595555,172.3114,422,0,1.404752
remen,4.595489,190.3477,479,0,1.368898
preed,4.595489,223.8674,595,0,1.347732
gourd,4.595322,219.4285,586,1,1.318143
racks,4.595276,176.6484,436,0,1.422030
farer,4.595255,173.9702,433,0,1.544492
devot,4.595097,179.2454,437,0,1.429158
punto,4.595069,199.2877,532,0,1.306695
linen,4.595056,179.6281,430,1,1.442549
clefs,4.595013,179.5106,401,0,1.425702
tecta,4.594984,170.5084,359,0,1.470842
bugle,4.594961,204.7616,501,1,1.396976
yokel,4.594845,156.5896,350,0,1.460691
leave,4.594842,188.3408,502,1,1.432181
courb,4.594722,210.6432,568,0,1.332397
aredd,4.594656,173.6350,409,0,1.536933
swept,4.594647,205.3767,481,1,1.436717
sacra,4.594586,180.5214,461,0,1.418143
premy,4.594443,187.2963,431,0,1.495896
souse,4.594183,177.1322,380,0,1.514687
disco,4.594180,179.6937,461,1,1.320734
talky,4.594097,184.1404,485,0,1.440605
shady,4.594004,190.2112,485,1,1.433261
neper,4.593999,188.7279,482,0,1.392009
mayos,4.593932,174.6311,425,0,1.390497
oches,4.593789,158.7762,335,0,1.466955
moyas,4.593779,175.6739,425,0,1.391793
lumas,4.593399,183.0492,459,0,1.380994
progs,4.593185,188.6302,493,0,1.363499
teeny,4.593107,181.5408,420,0,1.402592
wards,4.593034,171.6341,425,0,1.406263
hinau,4.593032,165.4043,356,0,1.394816
thank,4.593005,204.0384,537,1,1.362635
unsee,4.592958,179.5011,475,0,1.361555
arhat,4.592891,182.3218,497,0,1.385961
ikats,4.592760,168.2968,425,0,1.428078
homed,4.592608,188.7028,444,0,1.381641
rests,4.592476,160.3019,391,0,1.502808
worth,4.592316,211.1227,551,1,1.361339
neums,4.592252,174.5948,397,0,1.405184
neafe,4.592170,174.1378,460,0,1.401512
recks,4.591920,166.6328,397,0,1.472138
iches,4.591851,158.5940,374,0,1.454212
sycon,4.591637,186.0428,509,0,1.321598
brawl,4.591608,183.6505,475,1,1.433693
limns,4.591479,187.5002,497,0,1.315551
ouphe,4.591468,173.0907,357,0,1.416631
prigs,4.591322,192.3538,490,0,1.357019
cowan,4.591236,198.7434,485,0,1.370194
cecal,4.591213,178.2726,400,0,1.498272
sefer,4.591130,192.1922,510,0,1.425270
niefs,4.590988,173.6877,374,0,1.434773
blume,4.590940,199.5927,492,0,1.400216
heles,4.590853,179.6713,468,0,1.334557
coths,4.590782,213.8000,588,0,1.343844
alary,4.590758,184.7261,443,0,1.465875
cruds,4.590748,188.0177,471,0,1.338013
dated,4.590731,165.6860,391,0,1.504536
zetas,4.590597,151.2695,341,0,1.538877
deshi,4.590437,164.2717,370,0,1.428078
tryps,4.590411,176.2536,462,0,1.360907
unsay,4.590361,171.8665,410,0,1.431749
sades,4.590137,159.8112,395,0,1.512959
doabs,4.590115,169.0924,416,0,1.388985
walty,4.589965,187.5633,478,0,1.441037
bunde,4.589934,204.5965,515,0,1.380346
brank,4.589798,189.8035,487,0,1.419438
pengo,4.589791,185.7421,424,0,1.405400
clepe,4.589780,211.3732,570,0,1.305832
steep,4.589761,207.5927,540,1,1.375378
apism,4.589758,191.6575,465,0,1.364363
audio,4.589642,183.7127,435,1,1.453564
overs,4.589531,155.0536,342,0,1.530670
fount,4.589388,218.0765,595,0,1.322462
rubai,4.589274,162.5611,309,0,1.459179
obias,4.589015,151.9901,317,0,1.457883
quire,4.588819,151.5978,349,0,1.534125
fadge,4.588720,181.2246,440,0,1.446868
loses,4.588716,156.3641,353,0,1.466739
ephas,4.588616,163.2324,350,0,1.502592
anomy,4.588520,189.4579,447,0,1.425054
rheum,4.588424,177.9572,413,0,1.426350
calks,4.588214,201.7041,535,0,1.372570
trots,4.588146,187.6065,497,0,1.387689
calfs,4.588024,185.7387,490,0,1.370410
gebur,4.588004,194.0808,466,0,1.412959
guaco,4.587885,178.7624,403,0,1.380562
adbot,4.587847,184.3365,434,0,1.376890
dosha,4.587574,170.4549,380,0,1.395248
daled,4.587573,175.3024,434,0,1.496544
palms,4.587562,196.8022,521,0,1.360691
orgic,4.587520,175.2220,453,0,1.376674
hetes,4.587396,196.5041,535,0,1.342549
sprig,4.587372,190.0203,490,1,1.357451
abase,4.587312,171.4216,423,1,1.459827
alans,4.587229,186.7952,501,0,1.364363
flued,4.586452,201.6652,499,0,1.385313
asked,4.586073,152.9413,349,0,1.493521
gonef,4.585862,199.6324,468,0,1.392873
toshy,4.585835,202.8704,556,0,1.384017
senza,4.585715,155.2402,341,0,1.547948
grift,4.585681,207.4000,546,0,1.350324
burls,4.585681,185.4950,410,0,1.376674
rubin,4.585669,199.2143,486,0,1.328726
bakes,4.585602,160.6873,381,0,1.500432
wauls,4.585431,176.8056,464,0,1.382721
talls,4.585296,182.3235,493,0,1.392441
foins,4.584980,195.9011,525,0,1.358315
bowie,4.584863,169.2359,376,0,1.454428
snack,4.584831,209.9417,554,1,1.399352
glove,4.584625,186.8013,453,1,1.443197
chirp,4.584494,214.9006,560,1,1.323974
leugh,4.584401,189.8242,431,0,1.380130
yelps,4.584379,170.9292,384,0,1.428942
cloze,4.584329,169.1538,401,0,1.470194
gapos,4.584269,174.5257,433,0,1.368683
hyper,4.584162,168.1585,382,1,1.457883
beamy,4.584028,188.5274,411,0,1.522246
anigh,4.584021,200.9266,482,0,1.356156
kyloe,4.583929,154.7477,312,0,1.447732
agony,4.583921,194.5568,453,1,1.434341
serry,4.583908,171.0570,399,0,1.542765
winey,4.583850,186.9508,401,0,1.476026
sokah,4.583834,188.8359,462,0,1.408423
clogs,4.583702,181.7499,464,0,1.323758
bowel,4.583690,188.8272,444,1,1.431533
grids,4.583534,189.4095,467,0,1.360043
tempi,4.583498,172.6138,404,0,1.412743
eikon,4.583492,180.1620,451,0,1.469546
aweel,4.583468,189.5391,464,0,1.393089
cives,4.583346,173.1883,425,0,1.433909
scrob,4.583326,179.1054,460,0,1.381857
maybe,4.583272,171.4078,382,1,1.464795
bhais,4.583203,178.3071,425,0,1.394816
dried,4.583039,188.2190,463,1,1.490281
liana,4.582717,183.2575,497,0,1.371706
swarm,4.582570,185.2877,455,1,1.430454
semen,4.582202,192.7641,518,1,1.330670
conne,4.581994,188.8670,442,0,1.441901
sotol,4.581944,197.5538,529,0,1.351188
giver,4.581908,189.9270,459,1,1.484665
pious,4.581908,178.7883,462,0,1.336501
damns,4.581634,181.4976,471,0,1.335637
shank,4.581501,212.9836,555,1,1.388337
ichor,4.581298,172.7538,445,0,1.381210
dhols,4.581058,184.8592,475,0,1.311663
natal,4.580871,182.4721,464,1,1.364795
taxol,4.580778,165.3145,414,0,1.430022
brier,4.580011,189.8294,471,0,1.479482
firth,4.579947,203.8397,517,0,1.350540
nisse,4.579896,176.0635,425,0,1.437581
lingo,4.579861,198.4186,510,1,1.338877
homas,4.579732,182.0609,443,0,1.374082
fides,4.579501,177.3594,418,0,1.417495
sorts,4.579438,189.4130,497,0,1.419654
yente,4.579102,169.8821,420,0,1.367171
coyau,4.579098,169.2937,368,0,1.399136
vitas,4.579089,171.1365,434,0,1.411447
glaze,4.579077,176.2009,428,1,1.503888
satis,4.578822,181.5460,470,0,1.437797
frond,4.578750,209.9210,557,1,1.343629
purty,4.578647,204.8730,501,0,1.391361
decoy,4.578601,175.7413,400,1,1.475810
clews,4.578474,179.7715,407,0,1.417927
davit,4.578239,190.5827,480,0,1.373434
kirns,4.578176,180.9093,443,0,1.363067
roary,4.578119,168.8462,421,0,1.485745
mesne,4.578037,193.2713,518,0,1.312959
blurs,4.577823,185.5590,410,0,1.378186
pisco,4.577776,193.0803,483,0,1.317063
yorps,4.577755,186.1102,467,0,1.364147
nomad,4.577392,194.0168,462,1,1.351620
nacho,4.577335,176.0229,436,0,1.382505
chins,4.577288,224.8644,612,0,1.319654
hylas,4.577158,176.0851,440,0,1.370410
vomer,4.577117,185.7473,439,0,1.498704
loups,4.577087,196.6648,532,0,1.317927
world,4.576503,197.1270,488,1,1.349676
unket,4.576355,168.4531,397,0,1.418359
coact,4.576253,186.0488,483,0,1.421814
prims,4.576172,193.6091,497,0,1.354428
pucan,4.575928,200.6346,502,0,1.316847
caulk,4.575915,213.2376,567,1,1.354212
pogey,4.575866,184.0220,400,0,1.458747
trout,4.575700,201.6695,543,1,1.352700
match,4.575458,222.0168,587,1,1.342333
bayts,4.575302,180.9896,466,0,1.390281
oupas,4.575241,172.6164,363,0,1.401728
runds,4.575164,183.8276,424,0,1.338877
adred,4.574745,169.0432,409,0,1.534341
spang,4.574527,194.3788,516,0,1.382937
gambe,4.574402,187.6289,440,0,1.422894
miaou,4.574157,152.6242,275,0,1.450756
unrip,4.573947,182.5067,464,0,1.332829
toted,4.573836,188.1974,458,0,1.405400
glams,4.573748,194.9654,509,0,1.354860
genom,4.573674,193.3136,429,0,1.387473
fayed,4.573607,173.7473,383,0,1.473650
reges,4.573599,187.0233,476,0,1.380130
moped,4.573313,200.4790,480,0,1.374946
kinas,4.573272,180.4695,444,0,1.384881
curer,4.573272,193.4000,472,0,1.441253
proms,4.573210,198.2078,519,0,1.360907
opsin,4.573125,191.8968,487,0,1.325702
tifos,4.572816,185.8147,487,0,1.332181
facts,4.572520,182.5447,482,0,1.375594
stonk,4.572239,206.8583,551,0,1.382721
caums,4.572233,198.5508,512,0,1.345788
hawed,4.572130,176.6587,410,0,1.436501
gurns,4.571997,203.3438,477,0,1.340389
pervo,4.571964,181.2618,434,0,1.462851
fonts,4.571858,197.9339,539,0,1.330238
plank,4.571787,206.0134,544,1,1.350972
lupin,4.571771,206.7080,559,0,1.277754
sahib,4.571770,168.8695,425,0,1.401296
frags,4.571574,177.1287,437,0,1.417711
amove,4.571407,163.4043,311,0,1.525486
chief,4.571186,201.7637,475,1,1.387905
evils,4.570656,174.2458,384,0,1.465875
stulm,4.570388,208.6492,544,0,1.336501
gluts,4.570248,202.7676,536,0,1.303672
devas,4.570152,168.6631,383,0,1.469762
weise,4.569696,193.8371,520,0,1.342549
dicts,4.569682,187.1711,510,0,1.305400
rider,4.569594,190.6657,463,1,1.453996
ymolt,4.569474,183.3171,492,0,1.319438
fetus,4.569438,182.1222,433,1,1.429158
lyams,4.569398,187.3914,492,0,1.361123
sheva,4.569287,179.7404,360,0,1.515983
spiny,4.568481,220.4488,607,1,1.381210
tokay,4.568439,171.4147,414,0,1.447732
demoi,4.568409,170.0609,331,0,1.435205
tarty,4.568348,183.8812,446,0,1.464147
warps,4.568252,182.2000,460,0,1.391793
bouts,4.568097,210.9222,565,0,1.329590
gatch,4.567981,205.0717,544,0,1.344924
kerne,4.567902,192.5637,525,0,1.365227
clamp,4.567863,219.5581,595,1,1.323542
rakus,4.567616,164.8782,393,0,1.422246
bulge,4.567615,207.0734,501,1,1.388121
kauri,4.567555,149.5702,296,0,1.459179
snars,4.567550,170.4704,408,0,1.463499
muton,4.567469,211.7629,560,0,1.286393
tenon,4.567338,173.8605,397,0,1.443629
ludos,4.567324,187.4441,487,0,1.306479
befit,4.567297,192.8333,459,1,1.412311
boyla,4.566942,190.1844,446,0,1.411447
torts,4.566819,193.5555,497,0,1.372786
veldt,4.566785,181.2091,436,0,1.403672
yowie,4.566636,146.4782,305,0,1.483153
flory,4.566349,188.8505,449,0,1.438661
meers,4.566259,191.2229,476,0,1.367603
sisal,4.565929,182.3952,450,0,1.427862
pursy,4.565776,216.6501,530,0,1.377106
virls,4.565752,168.8402,365,0,1.383153
rorts,4.565741,187.3896,497,0,1.363283
knead,4.565740,176.9724,376,1,1.455508
tawny,4.565373,191.5054,489,1,1.403672
unity,4.565340,193.9279,529,1,1.374730
sains,4.565300,184.1646,478,0,1.425918
pouke,4.565235,182.3866,394,0,1.411015
maths,4.565213,197.9702,535,0,1.366739
wadge,4.564864,189.2410,462,0,1.429806
hyens,4.564774,177.5711,418,0,1.409719
minke,4.564690,192.9568,462,0,1.389417
depth,4.564623,191.9538,472,1,1.366091
lofts,4.564592,181.6575,470,0,1.337581
spahi,4.564422,186.6320,438,0,1.419222
gamin,4.564417,212.3693,524,0,1.333909
tirrs,4.564415,186.2009,492,0,1.347732
kerel,4.564390,185.5996,483,0,1.379050
gwine,4.564310,211.3620,523,0,1.409287
tanto,4.564288,184.0341,453,0,1.379482
fours,4.564066,193.8752,487,0,1.371922
cebid,4.564029,199.1944,463,0,1.371274
blive,4.563975,198.6095,505,0,1.434989
titan,4.563959,196.1473,487,1,1.360907
decaf,4.563836,179.3326,392,0,1.420734
psalm,4.563774,197.8112,521,1,1.362203
suede,4.563755,205.7395,547,0,1.344276
tozes,4.563748,157.4216,364,0,1.488337
ledes,4.563665,188.8920,486,0,1.326782
gleys,4.563422,168.7460,370,0,1.427646
barbe,4.563400,167.8803,431,0,1.560691
sewer,4.563030,199.7188,531,1,1.419870
bogue,4.562838,197.8104,435,0,1.410583
evict,4.562678,190.9300,431,1,1.445356
gaths,4.562602,186.8030,503,0,1.369330
garum,4.562470,192.8298,469,0,1.362419
ycled,4.562439,168.1853,390,0,1.397840
laugh,4.562380,196.7883,514,1,1.330022
slick,4.562201,214.1404,580,1,1.344276
smerk,4.562049,182.4091,421,0,1.483369
serve,4.561625,203.6549,546,1,1.417063
bardy,4.561550,200.8920,496,0,1.441253
lived,4.561547,196.5585,486,0,1.407127
reeds,4.561543,188.7192,469,0,1.380346
anvil,4.561449,193.8708,468,1,1.381641
elchi,4.561352,173.8328,384,0,1.452268
favel,4.561279,184.5931,449,0,1.490497
varus,4.561043,166.3667,393,0,1.418575
mulct,4.560891,219.0492,578,0,1.262635
pilus,4.560868,201.0821,538,0,1.297192
theow,4.560768,194.8851,423,0,1.416199
axels,4.560186,160.5274,338,0,1.526134
month,4.560166,218.5594,592,1,1.282289
besaw,4.560120,173.4121,376,0,1.460691
toros,4.560025,195.7533,497,0,1.371274
culty,4.559955,199.3257,519,0,1.354860
sents,4.559942,178.6510,439,0,1.447948
corks,4.559926,202.0739,501,0,1.357883
doven,4.559769,203.5693,477,0,1.400216
choke,4.559755,199.8639,446,1,1.421382
cling,4.559610,213.7827,589,1,1.311879
rodeo,4.559581,194.4315,481,1,1.448596
fiend,4.559539,214.4540,491,1,1.398488
uveal,4.559463,166.2760,313,0,1.507991
chark,4.559378,221.0164,532,0,1.396112
boeps,4.559242,178.0212,385,0,1.433045
owled,4.559122,187.5814,419,0,1.407127
fleer,4.558902,200.1775,495,0,1.412527
haulm,4.558497,196.4350,518,0,1.322678
gorps,4.558450,194.7590,493,0,1.337149
blahs,4.558412,190.3814,495,0,1.379482
japer,4.558242,159.7940,394,0,1.568467
blaud,4.558153,212.9784,559,0,1.335421
antra,4.557794,171.6445,407,0,1.399784
runch,4.557752,216.4505,532,0,1.309503
arsis,4.557683,157.7067,350,0,1.447948
blays,4.557416,189.4803,502,0,1.390497
swayl,4.556923,191.8985,518,0,1.392657
wilts,4.556867,191.5598,507,0,1.321814
brods,4.556565,196.0773,495,0,1.364795
lovey,4.556427,173.6549,361,0,1.508423
wrang,4.556375,190.2536,486,0,1.395248
culpa,4.556160,203.2272,504,0,1.344708
extra,4.555993,152.3097,330,1,1.603672
wides,4.555587,183.7171,432,0,1.400432
steme,4.555072,198.5689,516,0,1.380130
oxter,4.554969,157.9719,375,0,1.562851
gyans,4.554761,190.4039,485,0,1.350108
veily,4.554758,184.2855,408,0,1.492657
hilus,4.554637,186.3097,494,0,1.295680
spelk,4.553861,206.1836,473,0,1.429590
touze,4.553798,166.1006,373,0,1.471490
milty,4.553750,198.6397,507,0,1.355940
incut,4.553662,198.5058,534,0,1.306695
parki,4.553349,172.2216,392,0,1.416199
puker,4.553335,189.1235,453,0,1.439741
parvo,4.553316,182.0315,442,0,1.412743
oubit,4.553063,197.1866,474,0,1.321166
whaur,4.553013,180.3166,436,0,1.377970
mends,4.552967,176.4229,406,0,1.377322
omlah,4.552938,185.0449,436,0,1.362203
sedum,4.552868,192.2536,465,0,1.383369
cowed,4.552746,196.9775,463,0,1.386825
phots,4.552499,228.3114,614,0,1.311231
feods,4.552174,173.8095,381,0,1.420086
blocs,4.552098,200.9404,511,0,1.320518
dreck,4.551811,198.5810,485,0,1.435421
etyma,4.551610,168.8790,390,0,1.512743
ferms,4.551569,176.9024,416,0,1.442117
basse,4.551555,178.0108,423,0,1.479914
stink,4.551523,217.8458,583,1,1.376242
bused,4.551494,194.5102,473,1,1.384665
grips,4.551187,193.6713,490,0,1.345572
diebs,4.551115,181.0950,399,0,1.396544
child,4.551056,228.3244,617,1,1.268251
bourd,4.551041,231.1054,605,0,1.316415
wayed,4.550774,178.8635,396,0,1.456587
thyme,4.550683,175.5866,400,1,1.392657
filos,4.550680,182.7313,452,0,1.339957
spaes,4.550677,178.1283,418,0,1.500216
howes,4.550650,180.7849,396,0,1.418575
being,4.550618,205.6575,494,1,1.413391
sooey,4.550542,175.0613,380,0,1.533261
devil,4.550425,202.0160,486,1,1.394384
sight,4.550362,220.7685,616,1,1.325702
ahing,4.550214,200.7227,482,0,1.370194
emote,4.550181,174.7339,447,0,1.361771
ixtle,4.549879,159.3490,386,0,1.480562
techy,4.549878,185.5633,419,0,1.462851
biach,4.549791,204.7875,512,0,1.354860
nutsy,4.549706,201.3231,542,0,1.357883
salix,4.549562,172.2207,444,0,1.439741
denes,4.549514,195.6203,508,0,1.303240
typed,4.549331,179.7896,422,0,1.377538
slues,4.549108,184.6363,459,0,1.434989
sumac,4.549083,202.2371,512,1,1.353564
famed,4.548976,184.8540,439,0,1.429158
synod,4.548884,200.4782,547,1,1.303240
looed,4.548758,194.3935,461,0,1.412743
donga,4.548700,215.1089,485,0,1.354860
krays,4.548561,167.7663,414,0,1.425270
llano,4.548463,181.3931,453,0,1.381425
chasm,4.548438,226.4039,583,1,1.331749
balds,4.548384,189.0181,483,0,1.364579
delph,4.548370,189.5356,454,0,1.350324
fluey,4.548350,191.3171,438,0,1.458747
shako,4.548281,194.8842,462,0,1.402160
smorg,4.548272,192.7305,499,0,1.359179
yelms,4.548199,171.2488,365,0,1.412095
peels,4.548152,206.9136,522,0,1.316415
apods,4.548130,176.6976,399,0,1.378618
canal,4.548127,216.6035,584,1,1.311015
dhoti,4.548126,195.2298,510,0,1.322030
cozie,4.548108,164.4575,343,0,1.466091
sampi,4.548023,191.6955,465,0,1.388337
cleep,4.548007,216.0255,570,0,1.284233
syped,4.547878,187.1296,465,0,1.403240
voces,4.547622,170.6726,370,0,1.429806
ylems,4.547599,172.4436,371,0,1.417279
maize,4.547574,158.1214,348,1,1.514255
derro,4.547419,194.9922,481,0,1.425054
acing,4.547316,193.8622,478,0,1.377538
lefty,4.547276,179.7050,373,1,1.479050
movie,4.547075,178.5741,371,1,1.439093
verse,4.546703,206.7114,546,1,1.374298
dangs,4.546662,190.8160,484,0,1.330454
stilt,4.546591,211.4397,571,1,1.357235
mbira,4.546165,182.9914,388,0,1.408423
burke,4.546048,194.3097,483,0,1.433909
noyau,4.546041,163.5089,355,0,1.408423
ovist,4.545988,193.3292,502,0,1.350756
tacit,4.545888,201.0691,506,1,1.352484
roper,4.545773,189.8501,455,0,1.467819
tsars,4.545513,173.1391,430,0,1.451836
wonts,4.545416,210.3685,568,0,1.313175
tzars,4.545327,169.8510,420,0,1.463931
